Technique,ID,Tactic-Name,Technique-Name,SubTechnique-Name,Platforms,Description,id
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Cadelspy has the ability to log keystrokes on the compromised host.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Carbanak logs key strokes for configured processes and sends them back to the C2 server.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",CHOPSTICK is capable of performing keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Clambling can capture keystrokes on a compromised host.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Cobalt Strike can track key presses with a keylogger module.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Cobian RAT has a feature to perform keylogging on the victim’s machine.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",CosmicDuke uses a keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Crimson can use a module to perform keylogging on compromised hosts.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Cuba logs keystrokes via polling by using GetKeyState and VkKeyScan functions.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Darkhotel has used a keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",DarkTortilla can download a keylogging module.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",DarkWatchman can track key presses with a keylogger module.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Derusbi is capable of logging keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",DOGCALL is capable of logging keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Duqu can track key presses with a keylogger module.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",DustySky contains a keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",ECCENTRICBANDWAGON can capture and store keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","Empire includes keylogging capabilities for Windows, Linux, and macOS systems.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",FakeM contains a keylogger module.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",FIN13 has logged the keystrokes of victims to escalate privileges.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",FlawedAmmyy can collect keyboard events.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",The FunnyDream Keyrecord component can capture keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Fysbis can perform keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",GreyEnergy has a module to harvest pressed keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Malware used by Group5 is capable of capturing keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",The executable version of Helminth has a module to log keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",InvisiMole can capture keystrokes on a compromised host.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",JPIN contains a custom keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","jRAT has the capability to log keystrokes from the victim’s machine, both offline and online.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Kasidet has the ability to initiate keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Ke3chang has used keyloggers.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",KeyBoy installs a keylogger for intercepting credentials and keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Kimsuky has used a PowerShell-based keylogger as well as a tool called MECHANICAL to log keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Kivars has the ability to initiate keylogging on the infected host.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",KONNI has the capability to perform keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Lokibot has the ability to capture input on the compromised host via keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Machete logs keystrokes from the victim’s machine.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","MacMa can use Core Graphics Event Taps to intercept user keystrokes from any text input field and saves them to text files. Text input fields include Spotlight, Finder, Safari, Mail, Messages, and other apps that have text fields for passwords.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",MacSpy captures keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Magic Hound malware is capable of keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Matryoshka is capable of keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",menuPass has used key loggers to steal usernames and passwords.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",metaMain has the ability to log keyboard events.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Micropsia has keylogging capabilities.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",MoonWind has a keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",NanoCore can perform keylogging on the victim’s machine.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",NavRAT logs the keystrokes on the targeted system.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",NETWIRE can perform keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",NightClub can use a plugin for keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",njRAT is capable of logging keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Okrum was seen using a keylogger tool to capture keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","During Operation Wocao, threat actors obtained the password for the victim's password manager via a custom keylogger.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","OwaAuth captures and DES-encrypts credentials before writing the username and password to a log file, C:\log.txt.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",PcShare has the ability to capture keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Peppy can log keystrokes on compromised hosts.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",PLATINUM has used several different keyloggers.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",PlugX has a module for capturing keystrokes per process including window titles.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",PoetRAT has used a Python tool named klog.exe for keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",PowerLess can use a module to log keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",PowerSploit's Get-Keystrokes Exfiltration module can log keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Prikormka contains a keylogger module that collects keystrokes and the titles of foreground windows.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Proton uses a keylogger to capture keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Pupy uses a keylogger to capture keystrokes it then sends back to the server after it is stopped.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",QuasarRAT has a built-in keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",RCSession has the ability to capture keystrokes on a compromised host.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Regin contains a keylogger.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Remexi gathers and exfiltrates keystrokes from the machine.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",ROKRAT can use SetWindowsHookEx and GetKeyNameText to capture keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Rover has keylogging functionality.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",RTM can record keystrokes from both the keyboard and virtual keyboard.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",RunningRAT captures keystrokes and sends them back to the C2 server.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Sandworm Team has used a keylogger to capture keystrokes by using the SetWindowsHookEx function.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",SILENTTRINITY has a keylogging capability.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",SMOKEDHAM can continuously capture keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",SslMM creates a new thread implementing a keylogging facility using Windows Keyboard Accelerators.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Sykipot contains keylogging functionality to steal passwords.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",TajMahal has the ability to capture keystrokes on an infected host.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",ThiefQuest uses the CGEventTap functions to perform keylogging.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",TinyZBot contains keylogger functionality.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",VERMIN collects keystrokes from the victim machine.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","WarzoneRAT has the capability to install a live and offline keylogger, including through the use of the GetAsyncKeyState Windows API.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS","XAgentOSX contains keylogging functionality that will monitor for active application windows and write them to the log, it can handle special characters, and it will buffer by default 50 characters before sending them out over the C2 infrastructure.",T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",yty uses a keylogger plugin to gather keystrokes.,T1056.001
T1056,T1056.001," Collection, Credential Access",Input Capture,Keylogging,"Linux, Network, Windows, macOS",Zeus Panda can perform keylogging on the victim’s machine by hooking the functions TranslateMessage and WM_KEYDOWN.,T1056.001
T1550,T1550.003," Defense Evasion, Lateral Movement",Use Alternate Authentication Material,Pass the Ticket,Windows,APT29 used Kerberos ticket attacks for lateral movement.,T1550.003
T1550,T1550.003," Defense Evasion, Lateral Movement",Use Alternate Authentication Material,Pass the Ticket,Windows,APT32 successfully gained remote access by using pass the ticket.,T1550.003
T1550,T1550.003," Defense Evasion, Lateral Movement",Use Alternate Authentication Material,Pass the Ticket,Windows,BRONZE BUTLER has created forged Kerberos Ticket Granting Ticket (TGT) and Ticket Granting Service (TGS) tickets to maintain administrative access.,T1550.003
T1550,T1550.003," Defense Evasion, Lateral Movement",Use Alternate Authentication Material,Pass the Ticket,Windows,Pupy can also perform pass-the-ticket.,T1550.003
T1550,T1550.003," Defense Evasion, Lateral Movement",Use Alternate Authentication Material,Pass the Ticket,Windows,Some SeaDuke samples have a module to use pass the ticket with Kerberos for authentication.,T1550.003
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"APT38 has created new services or modified existing ones to run executables, commands, or scripts.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,APT39 has used post-exploitation tools including RemCom and the Non-sucking Service Manager (NSSM) to execute processes.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,APT41 used svchost.exe and Net to execute a system service installed to launch a Cobalt Strike BEACON loader.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Attor's dispatcher can be executed as a service.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"BBSRAT can start, stop, or delete services.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"Blue Mockingbird has executed custom-compiled XMRIG miner DLLs by configuring them to execute via the ""wercplsupport"" service.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Brute Ratel C4 can create Windows system services for execution.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Chimera has used PsExec to deploy beacons on compromised systems.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Cobalt Strike can use PsExec to execute a payload on a remote host. It can also use Service Control Manager to start new services.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,FIN6 has created Windows services to execute encoded PowerShell commands.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,HermeticWiper can create system services to aid in executing the payload.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,HermeticWizard can use OpenRemoteServiceManager to create a service.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,HOPLIGHT has used svchost.exe to execute a malicious DLL .,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Hydraq uses svchost.exe to execute a malicious DLL included in a new service group.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,HyperBro has the ability to start and stop a specified service.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,InvisiMole has used Windows services as a way to execute its malicious payload.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Ke3chang has used a tool known as RemoteExec (similar to PsExec) to remotely execute batch scripts and binaries.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Koadic can run a command on another machine using PsExec.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,LoudMiner started the cryptomining virtual machine as a service on the infected machine.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"Mafalda can create a remote service, let it run once, and then delete it.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Net Crawler uses PsExec to perform remote service manipulation to execute a copy of itself as part of lateral movement.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,NotPetya can use PsExec to help propagate itself across a network.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Okrum's loader can create a new service named NtmsSvc to execute the payload.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Olympic Destroyer utilizes PsExec to help propagate itself across a network.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"During Operation Honeybee, threat actors ran sc start to start the COMSysApp as part of the service hijacking and sc stop to stop and reconfigure the COMSysApp.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Pandora has the ability to install itself as a Windows service.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Proxysvc registers itself as a service on the victim’s machine to run as a standalone process.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Microsoft Sysinternals PsExec is a popular administration tool that can be used to execute binaries on remote systems using a temporary Windows service.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Pupy uses PsExec to execute a payload or commands on a remote host.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Ragnar Locker has used sc.exe to execute a service that it creates.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,RemoteCMD can execute commands remotely by creating a new service on the remote system.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"Shamoon creates a new service named ""ntssrv"" to execute the payload. Shamoon can also spread via PsExec.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Silence has used Winexe to install a service on the remote system.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,TinyTurla can install itself as a service on compromised machines.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,WhisperGate can download and execute AdvancedRun.exe via sc.exe.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"Winexe installs a service on the remote system, executes the command, then uninstalls the service.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,"Wingbird uses services.exe to register a new autostart service named ""Audit Service"" using a copy of the local lsass.exe file.",T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,Winnti for Windows can run as a service using svchost.exe.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,xCmd can be used to execute binaries on remote systems by creating and starting a service.,T1569.002
T1569,T1569.002,Execution,System Services,Service Execution,Windows,ZxShell can create a new service for execution.,T1569.002
T1565,T1565.003,Impact,Data Manipulation,Runtime Data Manipulation,"Linux, Windows, macOS",APT38 has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user.,T1565.003
T1558,T1558.002,Credential Access,Steal or Forge Kerberos Tickets,Silver Ticket,Windows,AADInternals can be used to forge Kerberos tickets using the password hash of the AZUREADSSOACC account.,T1558.002
T1558,T1558.002,Credential Access,Steal or Forge Kerberos Tickets,Silver Ticket,Windows,Empire can leverage its implementation of Mimikatz to obtain and use silver tickets.,T1558.002
T1558,T1558.002,Credential Access,Steal or Forge Kerberos Tickets,Silver Ticket,Windows,Rubeus can create silver tickets.,T1558.002
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Variants of Anchor can use DNS tunneling to communicate with C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",APT39 has used remote access tools that leverage DNS in communications with C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",BONDUPDATER can use DNS and TXT records within its DNS tunneling protocol for command and control.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Chimera has used Cobalt Strike to encapsulate C2 in DNS traffic.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Cobalt Group has used DNS tunneling for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Cobalt Strike can use a custom command and control protocol that can be encapsulated in DNS. All protocols use their standard assigned ports.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Cobian RAT uses DNS for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",DanBot can use use IPv4 A records and IPv6 AAAA DNS records in C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",DnsSystem can direct queries to custom DNS servers and return C2 commands using TXT records.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Ebury has used DNS requests over UDP port 53 for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS","FIN7 has performed C2 using DNS via A, OPT, and TXT records.",T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Gelsemium has the ability to use DNS in communication with C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Helminth can use DNS for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Heyoka Backdoor can use DNS tunneling for C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",HTTPBrowser has used DNS for command and control.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",InvisiMole has used a custom implementation of DNS tunneling to embed C2 communications in DNS requests and replies.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Ke3chang malware RoyalDNS has used DNS for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Variants of Kevin can communicate over DNS through queries to the server for constructed domain names with embedded information.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Matryoshka uses DNS for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Milan has the ability to use DNS for C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Mori can use DNS tunneling to communicate with C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",NanHaiShu uses DNS for the C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",NightClub can use a DNS tunneling plugin to exfiltrate data by adding it to the subdomain portion of a DNS request.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",PlugX can be configured to use DNS for command and control.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",POWRUNER can use DNS for C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",QUADAGENT uses DNS for C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",RDAT has used DNS to communicate with the C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",ShadowPad has used DNS tunneling for C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Shark can use DNS in C2 communications.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Sliver can support C2 communications over DNS.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",SombRAT can communicate over DNS with the C2 server.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",SOUNDBITE communicates via DNS for C2.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Tropic Trooper's backdoor has communicated to the C2 over the DNS protocol.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",Uroburos has encoded outbound C2 communications in DNS requests consisting of character strings made to resemble standard domain names. The actual information transmitted by Uroburos is contained in the part of the character string prior to the first ‘.’ character.,T1071.004
T1071,T1071.004,Command and Control,Application Layer Protocol,DNS,"Linux, Windows, macOS",WellMess has the ability to use DNS tunneling for C2 communications.,T1071.004
T1137,T1137.004,Persistence,Office Application Startup,Outlook Home Page,"Office 365, Windows",OilRig has abused the Outlook Home Page feature for persistence. OilRig has also used CVE-2017-11774 to roll back the initial patch designed to protect against Home Page abuse.,T1137.004
T1137,T1137.004,Persistence,Office Application Startup,Outlook Home Page,"Office 365, Windows",Ruler can be used to automate the abuse of Outlook Home Pages to establish persistence.,T1137.004
T1578,T1578.001,Defense Evasion,Modify Cloud Compute Infrastructure,Create Snapshot,IaaS,Pacu can create snapshots of EBS volumes and RDS instances.,T1578.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,"APT1 uses two utilities, GETMAIL and MAPIGET, to steal email. GETMAIL extracts emails from archived Outlook .pst files.",T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,Carbanak searches recursively for Outlook personal storage tables (PST) files within user directories and sends them back to the C2 server.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,"Chimera has harvested data from victim's e-mail including through execution of wmic /node: process call create ""cmd /c copy c:\Users\\\backup.pst c:\windows\temp\backup.pst"" copy ""i:\\\My Documents\.pst""copy.",T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,CosmicDuke searches for Microsoft Outlook data files with extensions .pst and .ost for collection and exfiltration.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,Empire has the ability to collect emails on a target system.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,KGH_SPY can harvest data from mail clients.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,Magic Hound has collected .PST archives.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,Out1 can parse e-mails on a target machine.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,Pupy can interact with a victim’s Outlook session and look through folders and emails.,T1114.001
T1114,T1114.001,Collection,Email Collection,Local Email Collection,Windows,"Smoke Loader searches through Outlook files and directories (e.g., inbox, sent, templates, drafts, archives, etc.).",T1114.001
T1583,T1583.003,Resource Development,Acquire Infrastructure,Virtual Private Server,PRE,Dragonfly has acquired VPS infrastructure for use in malicious campaigns.,T1583.003
T1583,T1583.003,Resource Development,Acquire Infrastructure,Virtual Private Server,PRE,HAFNIUM has operated from leased virtual private servers (VPS) in the United States.,T1583.003
T1583,T1583.003,Resource Development,Acquire Infrastructure,Virtual Private Server,PRE,LAPSUS$ has used VPS hosting providers for infrastructure.,T1583.003
T1583,T1583.003,Resource Development,Acquire Infrastructure,Virtual Private Server,PRE,TEMP.Veles has used Virtual Private Server (VPS) infrastructure.,T1583.003
